type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-01-02 08:34:47.999,59.32860579,18.07316944,12.00,16.905,,4.835,9,27,36,,
T,2023-01-02 08:34:48.999,59.32864915,18.07318094,8.00,16.814,,4.808,8,26,36,,
T,2023-01-02 08:34:49.999,59.32869385,18.07319365,12.00,16.691,,5.000,8,25,35,,
T,2023-01-02 08:34:50.999,59.32874144,18.07320475,12.00,16.537,,5.092,8,27,36,,
T,2023-01-02 08:34:51.999,59.32878663,18.07321805,12.00,16.379,,5.150,8,27,35,,
T,2023-01-02 08:34:52.999,59.32883367,18.07323139,12.00,16.167,,5.199,7,27,36,,
T,2023-01-02 08:34:53.999,59.32888019,18.07324368,12.00,15.873,,5.285,7,27,36,,
T,2023-01-02 08:34:54.999,59.32892708,18.07325392,12.00,15.696,,5.105,7,27,35,,
T,2023-01-02 08:34:55.999,59.32897506,18.07326611,12.00,15.212,,5.372,7,27,36,,
T,2023-01-02 08:34:56.999,59.32902389,18.07327733,12.00,15.125,,5.319,7,25,36,,
T,2023-01-02 08:34:57.999,59.32907903,18.07328020,12.00,14.529,,5.882,6,25,36,,
T,2023-01-02 08:34:58.999,59.32913327,18.07329299,12.00,14.263,,6.036,7,24,36,,
T,2023-01-02 08:34:59.999,59.32918602,18.07330390,12.00,14.019,,6.221,7,26,36,,
T,2023-01-02 08:35:00.999,59.32924272,18.07331685,12.00,13.700,,6.435,6,24,35,,
T,2023-01-02 08:35:01.999,59.32930102,18.07332582,8.00,13.462,,6.499,7,22,36,,
T,2023-01-02 08:35:02.999,59.32935906,18.07334099,12.00,13.414,,6.577,6,23,36,,
T,2023-01-02 08:35:03.999,59.32941812,18.07335456,12.00,13.384,,6.651,7,24,35,,
T,2023-01-02 08:35:04.999,59.32947457,18.07338155,8.00,13.261,,6.536,14,18,36,,
T,2023-01-02 08:35:05.999,59.32952630,18.07342965,8.00,13.044,,6.220,25,18,36,,
T,2023-01-02 08:35:06.999,59.32957591,18.07347298,8.00,12.973,,5.932,21,18,36,,
T,2023-01-02 08:35:07.999,59.32962478,18.07350899,8.00,13.301,,5.313,4,23,34,,
T,2023-01-02 08:35:08.999,59.32967491,18.07350128,8.00,13.726,,5.413,356,17,34,,
T,2023-01-02 08:35:09.999,59.32972178,18.07349423,8.00,13.850,,5.142,359,19,34,,
T,2023-01-02 08:35:10.999,59.32977013,18.07348209,8.00,13.856,,5.163,353,11,33,,
T,2023-01-02 08:35:11.999,59.32982102,18.07346027,8.00,13.581,,5.068,341,16,34,,
T,2023-01-02 08:35:12.999,59.32986724,18.07342359,8.00,13.874,,4.248,342,14,32,,
T,2023-01-02 08:35:13.999,59.32990754,18.07338926,8.00,13.782,,4.345,338,11,30,,
T,2023-01-02 08:35:14.999,59.32995472,18.07336960,8.00,13.328,,4.957,353,11,32,,
T,2023-01-02 08:35:15.999,59.33000458,18.07335363,8.00,12.996,,3.930,355,17,31,,
T,2023-01-02 08:35:16.999,59.33004414,18.07333760,8.00,12.153,,4.052,351,17,29,,
T,2023-01-02 08:35:17.999,59.33008778,18.07332340,8.00,10.681,,3.615,1,12,30,,
T,2023-01-02 08:35:18.999,59.33013017,18.07332243,8.00,9.349,,5.132,10,14,31,,
T,2023-01-02 08:35:19.999,59.33017338,18.07331277,8.00,10.754,,3.542,10,16,30,,
T,2023-01-02 08:35:20.999,59.33021258,18.07329856,8.00,10.082,,3.927,9,19,31,,
T,2023-01-02 08:35:21.999,59.33024503,18.07329802,8.00,10.150,,3.761,15,15,30,,
T,2023-01-02 08:35:22.999,59.33027950,18.07327892,8.00,10.052,,3.591,8,18,31,,
T,2023-01-02 08:35:23.999,59.33031253,18.07324780,8.00,9.318,,3.674,10,16,30,,
T,2023-01-02 08:35:24.999,59.33035191,18.07321206,12.00,8.557,,5.082,9,21,30,,
T,2023-01-02 08:35:25.999,59.33039761,18.07319075,12.00,9.613,,3.907,358,17,29,,
T,2023-01-02 08:35:26.999,59.33043116,18.07314680,8.00,9.997,,3.808,349,16,30,,
T,2023-01-02 08:35:27.999,59.33047297,18.07311397,8.00,11.061,,4.160,346,11,30,,
T,2023-01-02 08:35:28.999,59.33050292,18.07307288,12.00,11.067,,3.836,343,13,33,,
T,2023-01-02 08:35:29.999,59.33054142,18.07304253,8.00,12.109,,3.650,344,13,34,,
T,2023-01-02 08:35:30.999,59.33056953,18.07301543,8.00,12.293,,1.393,347,12,35,,
T,2023-01-02 08:35:31.999,59.33058799,18.07300374,8.00,13.531,,0.693,357,12,34,,
T,2023-01-02 08:35:32.999,59.33058799,18.07300374,12.00,14.404,,0.000,,14,35,,
T,2023-01-02 08:35:33.999,59.33060429,18.07300044,8.00,13.755,,1.785,50,13,34,,
T,2023-01-02 08:35:34.999,59.33062523,18.07305896,8.00,15.040,,3.047,58,16,35,,
T,2023-01-02 08:35:35.999,59.33066038,18.07313868,8.00,16.201,,2.496,65,20,36,,
T,2023-01-02 08:35:36.999,59.33067629,18.07319684,8.00,16.312,,2.733,77,20,35,,
T,2023-01-02 08:35:37.999,59.33068779,18.07325779,8.00,15.610,,3.126,69,18,34,,
T,2023-01-02 08:35:38.999,59.33070778,18.07333259,8.00,15.770,,3.183,64,18,34,,
T,2023-01-02 08:35:39.999,59.33072863,18.07340170,8.00,16.260,,2.709,71,20,34,,
T,2023-01-02 08:35:40.999,59.33073987,18.07345209,8.00,15.746,,2.902,64,18,33,,
T,2023-01-02 08:35:41.999,59.33075800,18.07350407,12.00,15.634,,2.873,58,17,34,,
T,2023-01-02 08:35:42.999,59.33077340,18.07355077,12.00,16.034,,2.643,58,17,34,,
T,2023-01-02 08:35:43.999,59.33079211,18.07357974,12.00,16.307,,2.407,56,17,34,,
T,2023-01-02 08:35:44.999,59.33081000,18.07360991,12.00,15.755,,3.028,53,18,35,,
T,2023-01-02 08:35:45.999,59.33083058,18.07365887,8.00,14.783,,2.256,54,22,35,,
T,2023-01-02 08:35:46.999,59.33084474,18.07370001,8.00,15.291,,2.383,51,19,35,,
T,2023-01-02 08:35:47.999,59.33086133,18.07375074,8.00,15.045,,2.818,50,19,34,,
T,2023-01-02 08:35:48.999,59.33088108,18.07379336,8.00,14.721,,2.142,58,20,35,,
T,2023-01-02 08:35:49.999,59.33090202,18.07383420,12.00,14.605,,1.613,60,22,34,,
T,2023-01-02 08:35:50.999,59.33091926,18.07387964,12.00,15.203,,1.673,62,20,35,,
T,2023-01-02 08:35:51.999,59.33093462,18.07390596,8.00,15.977,,2.105,64,18,34,,
T,2023-01-02 08:35:52.999,59.33095285,18.07396784,8.00,16.145,,2.424,65,20,34,,
T,2023-01-02 08:35:53.999,59.33098098,18.07403431,8.00,16.874,,2.387,71,18,35,,
T,2023-01-02 08:35:54.999,59.33100207,18.07410699,8.00,18.215,,2.684,60,19,34,,
T,2023-01-02 08:35:55.999,59.33101930,18.07417335,8.00,18.824,,2.818,57,21,34,,
T,2023-01-02 08:35:56.999,59.33103435,18.07425734,8.00,18.896,,2.776,55,19,33,,
T,2023-01-02 08:35:57.999,59.33104781,18.07432698,8.00,19.323,,3.075,42,19,34,,
T,2023-01-02 08:35:58.999,59.33107934,18.07441706,8.00,21.172,,4.250,41,23,34,,
T,2023-01-02 08:35:59.999,59.33110356,18.07446697,8.00,21.594,,3.902,20,22,34,,
T,2023-01-02 08:36:00.999,59.33112835,18.07448155,8.00,22.222,,4.184,19,20,35,,
T,2023-01-02 08:36:01.999,59.33115460,18.07449493,8.00,22.505,,4.334,22,16,34,,
T,2023-01-02 08:36:02.999,59.33118203,18.07451148,8.00,21.224,,3.825,15,20,35,,
T,2023-01-02 08:36:03.999,59.33120939,18.07452368,8.00,20.523,,3.220,22,18,33,,
T,2023-01-02 08:36:04.999,59.33123188,18.07454362,8.00,20.877,,3.808,27,19,34,,
T,2023-01-02 08:36:05.999,59.33125796,18.07457313,8.00,20.655,,3.926,38,17,34,,
T,2023-01-02 08:36:06.999,59.33128460,18.07461449,12.00,20.490,,3.827,48,20,34,,
T,2023-01-02 08:36:07.999,59.33130796,18.07465036,12.00,17.856,,3.534,45,18,32,,
T,2023-01-02 08:36:08.999,59.33133835,18.07468339,12.00,16.891,,3.588,40,16,32,,
T,2023-01-02 08:36:09.999,59.33137131,18.07472106,12.00,17.142,,3.941,29,17,34,,
T,2023-01-02 08:36:10.999,59.33140973,18.07475188,12.00,16.865,,4.398,27,15,34,,
T,2023-01-02 08:36:11.999,59.33145936,18.07478970,12.00,15.218,,4.488,25,16,35,,
T,2023-01-02 08:36:12.999,59.33150556,18.07482842,12.00,14.732,,4.663,24,16,34,,
T,2023-01-02 08:36:13.999,59.33155656,18.07484911,12.00,14.363,,4.896,20,16,34,,
T,2023-01-02 08:36:14.999,59.33160127,18.07487375,12.00,12.931,,4.604,21,16,34,,
T,2023-01-02 08:36:15.999,59.33164336,18.07490880,12.00,13.543,,4.837,18,15,34,,
T,2023-01-02 08:36:16.999,59.33169289,18.07495721,12.00,13.979,,5.150,16,13,33,,
T,2023-01-02 08:36:17.999,59.33175300,18.07500182,12.00,12.900,,5.089,15,15,34,,
T,2023-01-02 08:36:18.999,59.33180469,18.07505622,12.00,13.762,,5.226,11,14,35,,
T,2023-01-02 08:36:19.999,59.33185438,18.07508846,12.00,11.572,,5.019,17,15,35,,
T,2023-01-02 08:36:20.999,59.33188618,18.07513546,12.00,8.358,,4.008,18,21,35,,
T,2023-01-02 08:36:21.999,59.33192490,18.07517110,12.00,7.899,,3.783,22,17,36,,
T,2023-01-02 08:36:22.999,59.33196709,18.07522462,8.00,7.653,,4.652,19,23,34,,
T,2023-01-02 08:36:23.999,59.33202765,18.07526809,8.00,7.481,,4.526,20,21,36,,
T,2023-01-02 08:36:24.999,59.33206898,18.07529793,8.00,7.636,,4.019,21,19,36,,
T,2023-01-02 08:36:25.999,59.33210739,18.07532318,8.00,8.160,,4.690,21,19,35,,
T,2023-01-02 08:36:26.999,59.33215598,18.07535272,8.00,8.722,,4.553,20,20,36,,
T,2023-01-02 08:36:27.999,59.33219612,18.07538454,8.00,9.040,,4.795,21,22,36,,
T,2023-01-02 08:36:28.999,59.33223545,18.07541761,8.00,9.612,,4.102,26,23,36,,
T,2023-01-02 08:36:29.999,59.33226892,18.07545378,8.00,9.703,,3.641,26,24,36,,
T,2023-01-02 08:36:30.999,59.33230260,18.07548281,8.00,10.230,,3.788,23,20,35,,
T,2023-01-02 08:36:31.999,59.33234022,18.07550275,8.00,11.045,,3.741,19,22,36,,
T,2023-01-02 08:36:32.999,59.33238867,18.07552936,8.00,12.083,,4.592,21,21,35,,
T,2023-01-02 08:36:33.999,59.33243178,18.07556046,8.00,13.195,,4.011,22,22,36,,
T,2023-01-02 08:36:34.999,59.33247264,18.07559066,8.00,12.965,,3.323,22,24,35,,
T,2023-01-02 08:36:35.999,59.33250142,18.07561458,8.00,12.878,,3.344,23,21,35,,
T,2023-01-02 08:36:36.999,59.33253443,18.07563758,8.00,13.174,,3.357,23,24,36,,
T,2023-01-02 08:36:37.999,59.33256609,18.07565960,8.00,13.615,,3.080,25,23,35,,
T,2023-01-02 08:36:38.999,59.33259616,18.07569294,8.00,12.680,,2.921,23,23,36,,
T,2023-01-02 08:36:39.999,59.33263224,18.07573457,8.00,13.788,,3.261,21,26,36,,
T,2023-01-02 08:36:40.999,59.33266433,18.07577457,8.00,13.768,,3.469,22,25,36,,
T,2023-01-02 08:36:41.999,59.33269132,18.07580148,8.00,13.939,,3.199,22,26,36,,
T,2023-01-02 08:36:42.999,59.33271752,18.07582198,6.00,14.342,,2.852,16,26,35,,
T,2023-01-02 08:36:43.999,59.33274127,18.07583722,6.00,13.958,,2.563,17,26,35,,
T,2023-01-02 08:36:44.999,59.33276185,18.07585132,8.00,14.494,,2.156,18,27,34,,
T,2023-01-02 08:36:45.999,59.33278183,18.07586161,8.00,14.944,,1.515,20,27,35,,
T,2023-01-02 08:36:46.999,59.33279756,18.07587143,8.00,15.049,,0.868,22,27,35,,
T,2023-01-02 08:36:47.999,59.33280508,18.07587545,8.00,14.630,,0.500,24,27,34,,
T,2023-01-02 08:36:48.999,59.33280842,18.07587693,6.00,14.601,,0.344,19,25,34,,
T,2023-01-02 08:36:49.999,59.33280842,18.07587693,6.00,14.567,,0.000,,23,35,,
T,2023-01-02 08:36:50.999,59.33280842,18.07587693,8.00,15.060,,0.000,,22,34,,
T,2023-01-02 08:36:51.999,59.33280842,18.07587693,8.00,16.121,,0.000,,23,34,,
T,2023-01-02 08:36:52.999,59.33280842,18.07587693,8.00,16.401,,0.000,,23,34,,
T,2023-01-02 08:36:53.999,59.33280842,18.07587693,8.00,16.242,,0.000,,26,34,,
T,2023-01-02 08:36:54.999,59.33280842,18.07587693,8.00,16.419,,0.000,,24,34,,
T,2023-01-02 08:36:55.999,59.33280842,18.07587693,8.00,16.559,,0.000,,22,35,,
T,2023-01-02 08:36:56.999,59.33280842,18.07587693,8.00,16.609,,0.000,,26,34,,
T,2023-01-02 08:36:57.999,59.33280842,18.07587693,8.00,16.793,,0.000,,23,34,,
T,2023-01-02 08:36:58.999,59.33280842,18.07587693,6.00,17.036,,0.000,,25,34,,
T,2023-01-02 08:36:59.999,59.33280842,18.07587693,6.00,17.231,,0.000,,22,34,,
T,2023-01-02 08:37:00.999,59.33280842,18.07587693,6.00,17.188,,0.000,,24,34,,
T,2023-01-02 08:37:01.999,59.33280842,18.07587693,6.00,17.320,,0.000,,23,34,,
T,2023-01-02 08:37:02.999,59.33280842,18.07587693,6.00,17.391,,0.000,,23,35,,
T,2023-01-02 08:37:03.999,59.33280842,18.07587693,8.00,17.622,,0.000,,19,34,,
T,2023-01-02 08:37:04.999,59.33280842,18.07587693,8.00,18.057,,0.000,,22,34,,
T,2023-01-02 08:37:05.999,59.33280842,18.07587693,8.00,18.648,,0.000,,22,35,,
T,2023-01-02 08:37:06.999,59.33280842,18.07587693,8.00,18.987,,0.000,,21,35,,
T,2023-01-02 08:37:07.999,59.33280842,18.07587693,8.00,18.807,,0.000,,21,34,,
T,2023-01-02 08:37:08.999,59.33280842,18.07587693,8.00,18.910,,0.000,,22,35,,
T,2023-01-02 08:37:09.999,59.33280842,18.07587693,8.00,19.023,,0.000,,23,35,,
T,2023-01-02 08:37:10.999,59.33280842,18.07587693,8.00,18.852,,0.000,,23,36,,
T,2023-01-02 08:37:11.999,59.33280842,18.07587693,6.00,18.689,,0.000,,20,36,,
T,2023-01-02 08:37:12.999,59.33280842,18.07587693,8.00,18.672,,0.000,,23,36,,
T,2023-01-02 08:37:13.999,59.33280842,18.07587693,8.00,18.714,,0.000,,26,35,,
T,2023-01-02 08:37:14.999,59.33280842,18.07587693,8.00,18.786,,0.000,,26,36,,
T,2023-01-02 08:37:15.999,59.33280842,18.07587693,8.00,18.675,,0.000,,27,36,,
T,2023-01-02 08:37:16.999,59.33280842,18.07587693,8.00,18.723,,0.000,,25,35,,
T,2023-01-02 08:37:17.999,59.33280842,18.07587693,8.00,18.815,,0.000,,25,36,,
T,2023-01-02 08:37:18.999,59.33280842,18.07587693,8.00,18.794,,0.000,,26,36,,
T,2023-01-02 08:37:19.999,59.33280842,18.07587693,8.00,18.832,,0.000,,26,36,,
T,2023-01-02 08:37:20.999,59.33280842,18.07587693,6.00,18.671,,0.000,,25,36,,
T,2023-01-02 08:37:21.999,59.33280842,18.07587693,8.00,18.584,,0.000,,25,36,,
T,2023-01-02 08:37:22.999,59.33280842,18.07587693,8.00,18.392,,0.000,,23,36,,
T,2023-01-02 08:37:23.999,59.33280842,18.07587693,6.00,18.298,,0.000,,22,35,,
T,2023-01-02 08:37:24.999,59.33280842,18.07587693,6.00,18.123,,0.000,,25,35,,
T,2023-01-02 08:37:25.999,59.33281692,18.07586533,6.00,17.957,,0.394,22,22,34,,
T,2023-01-02 08:37:26.999,59.33282171,18.07586861,6.00,17.900,,1.597,13,21,35,,
T,2023-01-02 08:37:27.999,59.33284315,18.07588995,6.00,18.193,,2.236,25,25,34,,
T,2023-01-02 08:37:28.999,59.33286709,18.07591130,6.00,18.104,,2.642,26,24,35,,
T,2023-01-02 08:37:29.999,59.33289249,18.07592730,6.00,18.021,,2.990,20,26,35,,
T,2023-01-02 08:37:30.999,59.33292455,18.07593842,6.00,17.907,,3.242,16,24,35,,
T,2023-01-02 08:37:31.999,59.33295587,18.07595867,6.00,17.469,,2.864,21,25,34,,
T,2023-01-02 08:37:32.999,59.33298220,18.07597742,6.00,17.070,,2.824,21,22,35,,
T,2023-01-02 08:37:33.999,59.33301483,18.07601023,6.00,17.425,,3.475,23,21,34,,
T,2023-01-02 08:37:34.999,59.33304911,18.07603683,6.00,17.144,,3.586,23,20,34,,
T,2023-01-02 08:37:35.999,59.33308010,18.07606604,8.00,16.790,,3.728,24,22,35,,
T,2023-01-02 08:37:36.999,59.33310834,18.07609247,8.00,16.754,,3.208,25,21,34,,
T,2023-01-02 08:37:37.999,59.33313531,18.07612253,6.00,17.261,,2.878,30,24,33,,
T,2023-01-02 08:37:38.999,59.33315982,18.07615611,6.00,17.367,,3.497,32,25,35,,
T,2023-01-02 08:37:39.999,59.33318805,18.07619648,6.00,17.579,,3.565,33,24,33,,
T,2023-01-02 08:37:40.999,59.33320722,18.07622145,6.00,17.856,,3.451,31,23,33,,
T,2023-01-02 08:37:41.999,59.33323509,18.07625018,6.00,18.202,,2.770,32,22,33,,
T,2023-01-02 08:37:42.999,59.33326040,18.07627647,6.00,18.005,,2.888,32,20,33,,
T,2023-01-02 08:37:43.999,59.33328457,18.07629900,6.00,18.109,,2.972,26,21,33,,
T,2023-01-02 08:37:44.999,59.33331413,18.07631843,6.00,18.711,,3.260,21,19,34,,
T,2023-01-02 08:37:45.999,59.33334314,18.07633701,8.00,18.725,,3.188,23,18,34,,
T,2023-01-02 08:37:46.999,59.33337341,18.07636160,8.00,18.531,,2.879,26,20,34,,
T,2023-01-02 08:37:47.999,59.33340148,18.07638208,8.00,18.423,,2.516,24,22,34,,
T,2023-01-02 08:37:48.999,59.33342487,18.07640226,8.00,18.483,,2.306,24,20,32,,
T,2023-01-02 08:37:49.999,59.33344600,18.07641901,12.00,18.480,,2.139,22,23,35,,
T,2023-01-02 08:37:50.999,59.33346461,18.07643217,8.00,18.693,,1.734,21,20,33,,
T,2023-01-02 08:37:51.999,59.33348012,18.07644245,8.00,18.555,,2.026,19,18,35,,
T,2023-01-02 08:37:52.999,59.33350231,18.07645816,8.00,19.164,,2.230,18,18,33,,
T,2023-01-02 08:37:53.999,59.33352534,18.07647406,8.00,19.436,,1.940,15,17,32,,
T,2023-01-02 08:37:54.999,59.33354805,18.07649707,8.00,19.866,,1.943,26,17,33,,
T,2023-01-02 08:37:55.999,59.33356852,18.07651498,8.00,19.544,,2.006,22,17,32,,
T,2023-01-02 08:37:56.999,59.33358726,18.07652913,8.00,20.188,,1.914,15,18,33,,
T,2023-01-02 08:37:57.999,59.33360328,18.07654491,8.00,20.391,,2.034,17,19,33,,
T,2023-01-02 08:37:58.999,59.33361894,18.07656771,12.00,20.427,,1.742,10,21,34,,
T,2023-01-02 08:37:59.999,59.33362869,18.07658767,12.00,20.696,,1.729,6,21,35,,
T,2023-01-02 08:38:00.999,59.33364512,18.07659645,12.00,21.188,,2.073,3,21,34,,
T,2023-01-02 08:38:01.999,59.33366574,18.07661929,12.00,20.998,,1.576,8,22,33,,
T,2023-01-02 08:38:02.999,59.33368375,18.07664776,8.00,22.494,,2.109,14,23,34,,
T,2023-01-02 08:38:03.999,59.33370634,18.07666527,8.00,22.960,,2.398,16,19,35,,
T,2023-01-02 08:38:04.999,59.33373752,18.07668150,12.00,22.574,,2.020,23,20,33,,
T,2023-01-02 08:38:05.999,59.33377070,18.07670945,12.00,22.875,,2.298,37,21,34,,
T,2023-01-02 08:38:06.999,59.33379947,18.07673709,8.00,22.945,,2.327,36,24,34,,
T,2023-01-02 08:38:07.999,59.33382506,18.07677075,8.00,23.826,,2.707,25,20,34,,
T,2023-01-02 08:38:08.999,59.33385596,18.07679754,12.00,23.419,,2.658,26,19,34,,
T,2023-01-02 08:38:09.999,59.33388726,18.07682311,12.00,23.055,,2.740,22,18,34,,
T,2023-01-02 08:38:10.999,59.33391765,18.07683725,12.00,22.143,,2.193,25,22,32,,
T,2023-01-02 08:38:11.999,59.33394721,18.07684657,12.00,21.675,,2.606,19,21,34,,
T,2023-01-02 08:38:12.999,59.33397789,18.07685393,8.00,21.610,,2.283,17,21,33,,
T,2023-01-02 08:38:13.999,59.33400977,18.07686157,8.00,21.438,,1.982,15,22,35,,
T,2023-01-02 08:38:14.999,59.33403173,18.07687460,8.00,20.935,,2.102,15,22,33,,
T,2023-01-02 08:38:15.999,59.33406094,18.07688246,8.00,21.071,,2.378,11,22,34,,
T,2023-01-02 08:38:16.999,59.33409009,18.07689151,8.00,21.688,,2.562,11,20,31,,
T,2023-01-02 08:38:17.999,59.33412263,18.07690321,8.00,21.366,,1.940,14,19,34,,
T,2023-01-02 08:38:18.999,59.33414510,18.07691346,8.00,20.289,,1.317,18,19,32,,
T,2023-01-02 08:38:19.999,59.33415945,18.07692237,8.00,18.460,,0.828,17,19,32,,
T,2023-01-02 08:38:20.999,59.33416817,18.07692693,8.00,20.267,,0.785,15,21,33,,
T,2023-01-02 08:38:21.999,59.33417708,18.07693354,8.00,19.533,,1.636,11,20,35,,
T,2023-01-02 08:38:22.999,59.33418681,18.07694704,8.00,18.608,,1.066,7,19,33,,
T,2023-01-02 08:38:23.999,59.33420366,18.07695623,8.00,18.207,,1.283,4,22,34,,
T,2023-01-02 08:38:24.999,59.33421943,18.07696894,8.00,18.323,,1.726,6,22,32,,
T,2023-01-02 08:38:25.999,59.33423546,18.07699034,8.00,18.037,,1.661,9,19,35,,
T,2023-01-02 08:38:26.999,59.33425820,18.07701978,8.00,18.181,,1.832,14,19,32,,
T,2023-01-02 08:38:27.999,59.33428409,18.07705756,8.00,18.676,,2.272,19,21,35,,
T,2023-01-02 08:38:28.999,59.33430807,18.07708067,8.00,19.005,,2.706,21,20,34,,
T,2023-01-02 08:38:29.999,59.33433382,18.07710593,8.00,19.023,,3.044,21,21,34,,
T,2023-01-02 08:38:30.999,59.33436166,18.07712861,8.00,19.453,,2.953,21,20,35,,
T,2023-01-02 08:38:31.999,59.33440206,18.07715994,8.00,22.311,,4.411,20,20,33,,
T,2023-01-02 08:38:32.999,59.33443997,18.07718922,8.00,21.697,,4.331,21,20,32,,
T,2023-01-02 08:38:33.999,59.33448221,18.07722447,12.00,22.305,,4.760,22,17,33,,
T,2023-01-02 08:38:34.999,59.33451950,18.07725058,12.00,22.338,,4.501,19,16,33,,
T,2023-01-02 08:38:35.999,59.33455038,18.07727300,12.00,21.764,,3.451,19,15,32,,
T,2023-01-02 08:38:36.999,59.33458192,18.07729755,12.00,21.353,,3.719,19,17,32,,
T,2023-01-02 08:38:37.999,59.33461816,18.07732189,12.00,21.664,,3.692,17,17,33,,
T,2023-01-02 08:38:38.999,59.33465547,18.07734566,12.00,21.491,,3.952,17,16,32,,
T,2023-01-02 08:38:39.999,59.33468755,18.07736743,12.00,20.543,,3.623,17,19,32,,
T,2023-01-02 08:38:40.999,59.33471794,18.07738585,12.00,19.039,,3.221,20,18,34,,
T,2023-01-02 08:38:41.999,59.33474626,18.07740375,12.00,18.913,,2.699,19,15,34,,
T,2023-01-02 08:38:42.999,59.33477840,18.07744867,12.00,18.913,,3.050,17,23,33,,
T,2023-01-02 08:38:43.999,59.33480986,18.07748920,12.00,18.777,,3.249,18,19,32,,
T,2023-01-02 08:38:44.999,59.33483138,18.07751889,12.00,18.122,,2.515,23,17,32,,
T,2023-01-02 08:38:45.999,59.33485352,18.07754864,12.00,16.961,,2.622,33,16,33,,
T,2023-01-02 08:38:46.999,59.33488095,18.07758617,12.00,18.052,,2.879,27,16,33,,
T,2023-01-02 08:38:47.999,59.33491773,18.07763677,12.00,19.664,,2.845,31,15,34,,
T,2023-01-02 08:38:48.999,59.33494963,18.07767758,8.00,21.724,,3.202,38,16,34,,
T,2023-01-02 08:38:49.999,59.33497925,18.07771540,8.00,21.973,,2.945,35,19,33,,
T,2023-01-02 08:38:50.999,59.33500746,18.07774372,8.00,21.015,,2.530,33,18,33,,
T,2023-01-02 08:38:51.999,59.33503513,18.07776979,8.00,21.749,,2.989,30,16,32,,
T,2023-01-02 08:38:52.999,59.33506259,18.07779059,12.00,22.406,,2.827,27,18,34,,
T,2023-01-02 08:38:53.999,59.33508649,18.07781009,12.00,21.516,,2.342,28,17,33,,
T,2023-01-02 08:38:54.999,59.33511156,18.07782542,12.00,20.985,,2.406,28,19,33,,
T,2023-01-02 08:38:55.999,59.33512995,18.07784103,12.00,19.328,,1.628,33,19,32,,
T,2023-01-02 08:38:56.999,59.33514158,18.07785277,12.00,19.028,,2.008,29,19,35,,
T,2023-01-02 08:38:57.999,59.33516520,18.07786897,12.00,20.501,,2.954,22,20,34,,
T,2023-01-02 08:38:58.999,59.33520707,18.07789499,12.00,21.785,,3.157,20,19,33,,
T,2023-01-02 08:38:59.999,59.33524915,18.07791849,12.00,22.277,,2.965,19,21,33,,
T,2023-01-02 08:39:00.999,59.33527988,18.07794121,12.00,22.214,,2.950,16,20,33,,
T,2023-01-02 08:39:01.999,59.33531121,18.07796031,12.00,21.627,,2.766,13,18,32,,
T,2023-01-02 08:39:02.999,59.33535029,18.07797703,12.00,21.965,,3.115,12,19,32,,
T,2023-01-02 08:39:03.999,59.33538949,18.07800340,12.00,22.195,,2.896,15,19,32,,
T,2023-01-02 08:39:04.999,59.33542089,18.07802887,12.00,22.448,,3.135,17,19,35,,
T,2023-01-02 08:39:05.999,59.33545221,18.07805503,12.00,20.912,,2.858,16,21,32,,
T,2023-01-02 08:39:06.999,59.33547478,18.07807659,12.00,20.483,,2.523,17,19,34,,
T,2023-01-02 08:39:07.999,59.33551260,18.07810220,12.00,21.761,,3.211,16,18,34,,
T,2023-01-02 08:39:08.999,59.33554569,18.07812585,12.00,22.738,,3.198,16,22,34,,
T,2023-01-02 08:39:09.999,59.33557603,18.07814667,12.00,23.121,,2.803,11,22,36,,
T,2023-01-02 08:39:10.999,59.33560572,18.07816229,12.00,25.070,,2.765,11,20,34,,
T,2023-01-02 08:39:11.999,59.33564639,18.07819437,12.00,25.024,,2.706,12,19,34,,
T,2023-01-02 08:39:12.999,59.33567793,18.07822649,12.00,24.465,,2.500,19,16,35,,
T,2023-01-02 08:39:13.999,59.33571463,18.07825761,12.00,24.838,,2.938,24,20,34,,
T,2023-01-02 08:39:14.999,59.33577817,18.07827383,8.00,28.442,,3.159,24,21,35,,
T,2023-01-02 08:39:15.999,59.33581857,18.07830628,8.00,28.996,,2.882,22,19,35,,
T,2023-01-02 08:39:16.999,59.33585777,18.07832405,8.00,29.000,,3.016,19,20,34,,
T,2023-01-02 08:39:17.999,59.33589338,18.07834479,8.00,28.443,,2.532,19,21,35,,
T,2023-01-02 08:39:18.999,59.33592656,18.07836329,6.00,27.920,,2.488,19,21,35,,
T,2023-01-02 08:39:19.999,59.33595939,18.07838255,6.00,27.811,,2.877,20,21,34,,
T,2023-01-02 08:39:20.999,59.33598962,18.07840508,6.00,27.757,,2.625,22,20,34,,
T,2023-01-02 08:39:21.999,59.33600995,18.07841943,6.00,25.992,,2.513,17,21,33,,
T,2023-01-02 08:39:22.999,59.33603297,18.07843884,6.00,26.654,,2.564,19,21,33,,
T,2023-01-02 08:39:23.999,59.33604985,18.07847023,6.00,28.525,,2.118,25,22,34,,
T,2023-01-02 08:39:24.999,59.33606680,18.07849422,6.00,28.894,,2.233,24,23,34,,
T,2023-01-02 08:39:25.999,59.33609005,18.07852404,6.00,30.306,,2.900,23,21,34,,
