tid;acceleration
9,63;5,2039133931856
9,64;4,7982250225821
9,65;7,81087217452912
9,66;10,3467406109303
9,67;9,18922842297423
9,68;7,97489934577774
9,69;6,32043653144434
9,7;4,6926692555787
9,71;3,27169976934213
9,72;1,71114591195348
9,73;-0,930702464337347
9,74;-3,48429685457469
9,75;-5,35373427599952
9,76;-7,16512683767844
9,77;-8,52622184837311
9,78;-9,81137470352766
9,79;-10,50681795068
9,8;-11,217479078472
9,81;-12,0463393613712
9,82;-12,8546763634969
9,83;-13,5036065136071
9,84;-13,9907066431058
9,85;-13,2199414314123
9,86;-12,3025124460938
9,87;-10,2442744166138
9,88;-8,42732034351223
9,89;-8,48716865207538
9,9;-7,82208006170637
9,91;-1,5181445338959
9,92;5,75214867975039
9,93;20,5391555347614
9,94;33,3798804790201
9,95;31,0816522151684
9,96;28,2443161270872
9,97;21,2135854027425
9,98;14,3376691307595
9,99;8,66596111709713
10;3,96157367853734
10,01;6,78320987848851
10,02;9,24103391519716
10,03;8,86829793802378
10,04;8,43002527177952
10,05;7,48185890138902
10,06;6,35230383928608
10,07;3,81149420793842
10,08;1,41466853557977
10,09;0,138078188291547
10,1;-1,1906456959565
10,11;-2,92498302581854
10,12;-4,67130554765869
10,13;-6,51087620302036
10,14;-8,31363450012938
10,15;-9,8301901182471
10,16;-11,313598915484
10,17;-12,5394278133788
10,18;-13,6493430013356
10,19;-13,8593769571999
10,2;-14,0092611729985
10,21;-13,6925187010143
10,22;-13,2663485950768
10,23;-11,9914710468609
10,24;-10,5243632668192
10,25;-7,56634114919606
10,26;-4,38444665394811
10,27;0,533774819738746
10,28;5,22408201404379
10,29;8,14671373059127
10,3;11,5106133469718
10,31;24,8627506475554
10,32;37,0292077655787
10,33;22,4058495159352
10,34;8,31645637453004
10,35;6,29172187745398
10,36;4,48722981978461
10,37;7,65899896193098
10,38;10,6513839413803
10,39;9,59067882990153
10,4;8,51228294294614
10,41;7,03393278043794
10,42;5,5634889054931
10,43;4,27179092651971
10,44;2,95516019165632
10,45;1,07484798729803
10,46;-0,811759386298209
10,47;-2,84068838143354
10,48;-4,8590809483425
10,49;-6,63926521729391
10,5;-8,40356563218286
10,51;-9,80876277573556
10,52;-11,1680118815274
10,53;-11,4884645716523
10,54;-11,8263805030144
10,55;-12,5591066001214
10,56;-13,2738834503114
10,57;-13,5828624847348
10,58;-13,8344720651516
10,59;-12,7890690614604
10,6;-11,7091918502125
10,61;-9,84991937020151
10,62;-7,96988091294855
10,63;-5,62036380593533
10,64;-2,98033691497737
10,65;6,22755526449868
10,66;15,4400727286674
10,67;24,757158948455
10,68;33,3997151344107
10,69;26,7924496619892
10,7;20,0785524434281
10,71;10,9539173325943
10,72;2,30361305653737
10,73;4,35768392577938
10,74;6,4058181385585
10,75;8,31981674472128
10,76;10,0753161974565
10,77;8,24313746712496
10,78;6,40974992679905
10,79;4,54895104782447
10,8;2,72772086112327
10,81;1,80538963446709
10,82;0,886811772856605
10,83;0,0536039271687383
10,84;-0,843325842179474
10,85;-3,18960614767727
10,86;-5,47348212651071
10,87;-6,33711671284372
10,88;-7,24043372618232
10,89;-9,04687121855036
10,9;-10,8143363280022
10,91;-11,6948406392174
10,92;-12,5509642778432
10,93;-12,8512057481796
10,94;-13,1238652086582
10,95;-12,7676516390171
10,96;-12,4071519653776
10,97;-11,9489286224815
10,98;-11,4029278211168
10,99;-8,85559076591408
11;-6,15220083743011
11,01;0,109212736788641
11,02;6,43278563792472
11,03;14,1735984164086
11,04;21,8363525117774
11,05;27,7193595613296
11,06;32,837893200381
11,07;20,5263442392335
11,08;8,6770115773179
11,09;7,34712132616012
11,1;6,15346524156838
11,11;8,06032177843091
11,12;9,85246469127191
11,13;9,03387456913547
11,14;8,18255956737165
11,15;6,58736975253034
11,16;5,00551378951784
11,17;3,7262028474804
11,18;2,43958414753924
11,19;0,987352486981895
11,2;-0,491506491113161
11,21;-2,57272023152691
